"site_id_unique","timeset","x","y","dataset","dclass","waterlog.30","waterlog.50","waterlog.100","ph.0.10","ph.10.30","ph.30.50","ph.50.100"
"4_101-Ga-200","d1974_1978",2592960,1214950,"calibration","well",0,0,0,6.3,6.1245951332275,6,6.15195513241139
"4_101-Ga-201","d1975_1978_field",2593243,1214898,"calibration","well",0,0,0,5.3,5.38858739286964,5.52292509377807,5.78653172678364
"4_101-Ga-202","d1974_1978",2593327,1214769,"calibration","poor",0,1,1,5.8,5.95548953255469,6,6
"4_101-Ga-203","d1975_1978_field",2593958,1214727,"calibration","well",0,0,0,4.5,4.4,4.3,4.38858739286964
"4_101-Ga-204","d1975_1978_field",2592870,1214666,"validation","poor",0,1,1,5.8,6.00370720195529,6.4,6.4
"4_101-Ga-205","d1975_1978_field",2592105,1214303,"calibration","well",0,0,0,5.1,5.32202024601141,5.8,NA
"4_101-Ga-206","d1975_1978_field",2592316,1214497,"validation","well",0,0,0,5.6,5.35548953255469,5.28858739286964,5.43329922358877
"4_101-Ga-207","d1975_1978_field",2592557,1214418,"calibration","well",0,0,0,4.7,4.85548953255469,5.28169894759789,5.69665228498981
"4_101-Ga-208","d1974_1978",2592803,1214352,"calibration","well",0,0,0,6.4,6.08169894759789,5.9,5.03667713987954
"4_101-Ga-209","d1975_1978_field",2592263,1214159,"calibration","poor",0,0,0,5.3,5.4245951332275,6.4,NA
"4_101-Ga-210","d1975_1978_field",2592388,1213967,"calibration","well",0,0,0,4.9,4.9,5.2,5.2
"4_101-Ga-211","d1975_1978_field",2592882,1214057,"validation","well",0,0,0,5.2,5.14712810462011,5.1,4.3
"4_101-Ga-212","d1974_1978",2593037,1214124,"calibration","well",0,0,0,5.2,4.80370720195529,4.57275995715463,4.5
"4_101-Ga-213","d1974_1978",2592115,1213885,"validation","well",0,0,0,5.7,5.72292509377807,5.8,5.5
"4_101-Ga-214","d1975_1978_field",2592355,1213736,"calibration","well",0,0,0,NA,NA,NA,6.8
"4_101-Ga-215","d1975_1978_field",2592691,1213647,"calibration","well",0,0,0,4.9,4.7245951332275,4.48858739286964,4.4
"4_101-Ga-216","d1975_1978_field",2593220,1213893,"calibration","well",0,0,0,4.9,4.98858739286964,5.1,4.63075990224179
"4_101-Ga-217","d1975_1978_field",2592217,1213444,"calibration","well",0,0,0,5.6,5.71049851590556,6.2,6.6134411758723
"4_101-Ga-218","d1974_1978",2592200,1213350,"validation","poor",0,0,1,7,7.15548953255469,7.5,7.11961927883892
"4_101-Ga-219","d1974_1978",2592148,1213067,"calibration","well",0,0,0,6,5.95720004928893,5.9,5.7
"4_101-Ga-220","d1975_1978_field",2592980,1213568,"calibration","poor",0,1,1,5.1,5.1,5.12292509377807,5.2
"4_101-Ga-221","d1974_1978",2592810,1213315,"validation","well",0,0,0,5.5,5.47275995715463,5.4,5.07039913275028
"4_101-Ga-222","d1974_1978",2593299,1213385,"calibration","well",0,0,0,6.3,6.18858739286964,5.91231872844697,5.44391885103048
"4_101-Ga-223","d1974_1978",2593188,1213139,"calibration","well",0,0,0,4.8,4.84712810462011,4.9,5.3
"4_101-Ga-224","d1975_1978_field",2592393,1212874,"calibration","well",0,0,0,5.5,5.6245951332275,5.8,5.91961927883892
"4_101-Ga-225","d1975_1978_field",2592682,1212866,"calibration","well",0,0,0,5.1,5.14712810462011,5.2,5.4
"4_101-Ga-226","d1975_1978_field",2592701,1212589,"calibration","moderate",0,0,1,5.9,5.94712810462011,6,6.115836921424
"4_101-Ga-227","d1975_1978_field",2593049,1212675,"calibration","well",0,0,0,6.2,6.24712810462011,6.69832597083798,7
"4_101-Ga-228","d1975_1978_field",2592817,1212395,"validation","well",0,0,0,4.6,4.68858739286964,4.72292509377807,4.78858739286964
"4_101-Ga-229","d1975_1978_field",2593064,1212407,"calibration","well",0,0,0,5.1,5.14712810462011,5.0245951332275,4.84712810462011
"4_101-Ga-230","d1975_1978_field",2593196,1212401,"calibration","well",0,0,0,5.1,5.28169894759789,5.7407307683263,5.8
"4_101-Ga-231","d1975_1978_field",2593277,1212570,"calibration","poor",0,1,1,5.5,5.5,5.70350169216891,5.8
"4_101-Ga-232","d1975_1978_field",2592750,1212253,"calibration","well",0,0,0,5,5,4.8,4.83329922358877
"4_101-Ga-233","d1975_1978_field",2592651,1211860,"validation","well",0,0,0,5.3,5.4245951332275,5.6,5.67807299314909
"4_101-Ga-234","d1975_1978_field",2592914,1212038,"validation","poor",0,1,1,5.7,5.90350169216891,6,5.93728445895503
"4_101-Ga-235",NA,2592678,1211571,"calibration","well",0,0,0,NA,NA,NA,NA
"4_101-Ga-236","d1975_1978_field",2593012,1211723,"calibration","well",0,0,0,4.5,4.65917635976936,5.6,5.55720004928893
"4_101-Ga-237","d1975_1978_field",2593275,1211472,"validation","well",0,0,0,5.1,5.32202024601141,5.8,5.95195513241139
"4_101-Ga-238","d1975_1978_field",2591874,1212448,"calibration","well",0,0,1,5.6,5.64712810462011,5.74712810462011,5.83329922358877
"4_101-Ga-239","d1975_1978_field",2591960,1212171,"calibration","well",0,0,0,5.8,5.88858739286964,6,5.94712810462011
"4_101-Ga-240","d1974_1978",2592067,1211926,"validation","well",0,0,0,5.8,5.8,5.58332736330166,5.21961927883892
"4_101-Ga-241","d1974_1978",2591730,1211737,"calibration","moderate",0,0,1,5.6,5.35813789247667,5,4.88858739286964
"4_101-Ga-242","d1975_1978_field",2592138,1211641,"calibration","poor",0,1,1,5.7,5.7,6.1,NA
"4_101-Ga-243",NA,2591617,1211379,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_101-Ga-244","d1974_1978",2591830,1211373,"calibration","well",0,0,0,5.6,5.64712810462011,5.7,5.28578335632655
"4_101-Ga-245","d1975_1978_field",2592291,1211351,"calibration","well",0,0,0,4.8,4.9245951332275,5.25548953255469,5.60869987651923
"4_101-Ga-246","d1975_1978_field",2591982,1211223,"calibration","poor",0,1,1,6.1,6.1,6.2407307683263,6.32765899164598
"4_101-Ga-247","d1974_1978",2592098,1211131,"calibration","well",0,0,0,5.4,5.55548953255469,5.8,6.03728445895502
"4_101-Ga-249","d1975_1978_field",2591728,1210861,"validation","well",0,0,0,6,6.05784465509681,6.32292509377807,6.19690879161322
"4_101-Ga-250","d1975_1978_field",2591976,1210761,"validation","well",0,0,0,5,5.1245951332275,5.50350169216891,5.6
"4_101-Ga-251","d1975_1978_field",2592618,1210811,"calibration","well",0,0,0,5.4,5.48858739286964,5.6,5.8
"4_101-Ga-252",NA,2592623,1215459,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-Aa-070","d1979_2010",2588615,1209216,"calibration","well",0,0,0,6.6,6.6,6.6,7.04415497353068
"4_115-Jm-024","d1979_2010",2600713,1213510,"calibration","well",0,0,0,5.7,5.7,5.4,5.71278819260067
"4_115-Jm-025","d1979_2010",2601336,1206830,"validation","well",0,0,0,6.2,6.2,6,6
"4_115-Kw-004","d1979_2010",2597747,1207890,"validation","well",0,0,0,4.8,4.6245951332275,4.38858739286964,4.45195513241139
"4_115-Kw-005","d1979_2010",2596459,1206587,"validation","well",0,0,0,5.1,5.13244505914179,5.2,4.67510881139361
"4_115-Kw-006","d1979_2010",2594366,1206854,"validation","well",0,0,0,5.1,5.1,5,4.97807299314909
"4_115-Kw-007","d1979_2010",2593022,1206337,"validation","well",0,0,0,5.2,5.2,4.8,4.43876969790019
"4_115-L-165",NA,2589492,1215219,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-168",NA,2589077,1215428,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-169",NA,2589228,1216017,"calibration","well",0,0,1,NA,NA,NA,NA
"4_115-L-170",NA,2589005,1216368,"calibration","moderate",0,1,1,NA,NA,NA,NA
"4_115-L-173",NA,2589976,1216410,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-175",NA,2590551,1216329.99999999,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-192",NA,2589453,1216642,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-195",NA,2588645,1217213,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-196",NA,2588686,1216899,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_115-L-199",NA,2588808,1214903,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-200",NA,2588803,1214987,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-201",NA,2588623,1215091,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-202",NA,2588201,1214859,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-204",NA,2588243,1215731,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-207",NA,2587570,1214818,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-208",NA,2588250,1214503,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-210",NA,2587838,1214374,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-215",NA,2586947,1213314,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-216",NA,2587068,1213774,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-219",NA,2587570,1213308,"calibration","well",0,0,1,NA,NA,NA,NA
"4_115-L-220",NA,2587734,1213298,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-223",NA,2587315,1212627,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-228",NA,2588081,1212041,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-231",NA,2587234,1210963,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-234",NA,2586523,1212537,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-236",NA,2586227,1212875,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-243",NA,2589455,1212750,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-245",NA,2588286,1210810,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-246",NA,2588274,1210461,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-250",NA,2586319,1210433,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-254",NA,2585278,1209758,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-256",NA,2585192,1209164,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-257",NA,2587050,1209083,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-258",NA,2587109,1209543,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-262",NA,2585503,1209146,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-266",NA,2594110,1210786,"calibration","well",0,0,1,NA,NA,NA,NA
"4_115-L-267",NA,2595043,1210285,"calibration","moderate",0,0,1,NA,NA,NA,NA
"4_115-L-268",NA,2596685,1209712,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-269",NA,2597226,1210033,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-270",NA,2599021,1209638,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-272",NA,2596766,1215236,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-274",NA,2595942,1215190,"calibration","moderate",0,0,1,NA,NA,NA,NA
"4_115-L-296",NA,2599942,1213774,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-307","d1979_2010_field",2599647,1207408,"calibration","well",0,0,0,5.8,5.8,NA,6.5
"4_115-L-316",NA,2589821,1210481,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-318",NA,2590581,1207832,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-L-321",NA,2592234,1208769,"calibration","well",0,0,0,NA,NA,NA,NA
"4_115-Nk-010","d1979_2010",2585168,1211117,"validation","well",0,0,0,5.8,5.84712810462011,6.01589942080517,7.1
"4_123-Jm-0127","d1979_2010",2602767,1210543,"calibration","well",0,0,0,5.8,5.68858739286964,5.2,4.91961927883892
"4_123-Jm-0128","d1979_2010_field",2603078,1210554,"calibration","moderate",0,0,1,5.4,5.4,5.4,5.68526318656403
"4_123-Jm-0129","d1979_2010",2602826,1210743,"calibration","well",0,0,0,6.3,6.2407307683263,6.1,6.00902534567814
"4_123-Jm-0130","d1979_2010_field",2603141,1210984,"calibration","well",0,0,0,5.5,5.5,5.57275995715463,5.68889812773972
"4_123-Jm-0131","d1979_2010_field",2602370,1211517,"calibration","well",0,0,0,5.7,5.8245951332275,6.07275995715463,5.81961927883892
"4_123-Jm-0132","d1979_2010_field",2602356,1211839,"calibration","well",0,0,0,5.4,5.44712810462011,5.6407307683263,5.7
"4_123-Jm-0133","d1979_2010",2602645,1211727,"calibration","well",0,0,0,4.9,5.08169894759789,5.4,5.15548953255469
"4_123-Jm-0134","d1979_2010_field",2603147,1211401,"calibration","well",0,0,0,7,7.04712810462011,7.1,7.1
"4_123-Jm-0135","d1979_2010",2603424,1210884,"calibration","moderate",0,0,1,5.8,5.88858739286964,6,6.5
"4_123-Jm-0136","d1979_2010_field",2603467,1211381,"calibration","well",0,0,0,6,5.94712810462011,5.9,5.72765899164598
"4_123-Jm-0137",NA,2601430,1211992,"calibration","poor",1,1,1,NA,NA,NA,NA
"4_123-Jm-0138","d1979_2010_field",2601740,1212672,"calibration","well",0,0,0,5,4.95213487965858,4.9,4.82765899164598
"4_123-Jm-0139","d1979_2010_field",2602193,1212032,"calibration","well",0,0,0,4.8,4.88858739286964,5,5.4
"4_123-Jm-0140","d1979_2010_field",2602392,1212043,"calibration","well",0,0,0,6,6,6.1,6.30688711172001
"4_123-Jm-0141","d1979_2010_field",2602651,1211989,"calibration","well",0,0,0,5.6,5.20370720195529,5,5.1
"4_123-Jm-0142","d1979_2010_field",2602206,1212266,"validation","well",0,0,0,5.3,5.3,5.3,5.18079614867815
"4_123-Jm-0143","d1979_2010_field",2602428,1212243,"calibration","well",0,0,0,5.7,5.74712810462011,5.8,5.95195513241139
"4_123-Jm-0144","d1979_2010",2602601,1212168,"calibration","well",0,0,0,6,5.97275995715463,5.9,5.91824224046031
"4_123-Jm-0145","d1979_2010_field",2602272,1212557,"validation","moderate",0,0,1,5.2,5.10869987651923,5,4.74334790383597
"4_123-Jm-0146","d1979_2010_field",2602600,1212470,"calibration","well",0,0,0,5.6,5.65784465509681,5.94712810462011,6
"4_123-Jm-0147","d1979_2010_field",2602505,1212746,"calibration","well",0,0,0,5,4.8,4.55784465509681,4.5
"4_123-Jm-0148",NA,2602129,1212805,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_123-Jm-0149","d1979_2010",2601993,1213028,"validation","poor",0,1,1,6.4,6.4,6.66075973066439,7.47039913275028
"4_123-Jm-0150","d1979_2010_field",2601998,1213268,"calibration","well",0,0,0,5.1,5.14712810462011,5.3,4.85460707659964
"4_123-Jm-0152","d1979_2010",2602200,1213260,"validation","moderate",0,1,1,6.3,5.98169894759789,4.61774324709665,4.47807299314909
"4_123-Jm-0153","d1979_2010_field",2602542,1213234,"calibration","well",0,0,0,5.4,5.42292509377807,5.5,5.60869987651923
"4_123-Jm-0155","d1979_2010_field",2602914,1211833,"calibration","well",0,0,0,6.2,5.88169894759789,5.90350169216891,6.06751113456402
"4_123-Jm-0156","d1979_2010_field",2602768,1212160,"calibration","well",0,0,0,5.4,5.47886998323083,5.6,5.65720004928893
"4_123-Jm-0157","d1979_2010_field",2602992,1211995,"calibration","well",0,0,0,6,6,6.06751113456402,6.1
"4_123-Jm-0158","d1979_2010_field",2602726,1212692,"calibration","well",0,0,0,5.1,5.14712810462011,5.2,5.26936525217336
"4_123-Jm-0159","d1979_2010",2603233,1212149,"calibration","poor",0,1,1,6.5,6.70350169216891,6.8,6.54380992347783
"4_123-Jm-0160","d1979_2010_field",2603499,1211805,"calibration","well",0,0,0,5.8,5.81360934262179,5.9,5.97807299314909
"4_123-Jm-0161","d1979_2010",2603825,1211802,"calibration","poor",0,1,1,6.4,6.4,6.3,6.22765899164598
"4_123-Jm-0162","d1979_2010",2602613,1213071,"calibration","well",0,0,0,5.8,5.84712810462011,5.9,5.95720004928893
"4_123-Jm-0163","d1979_2010_field",2603016,1212915,"calibration","well",0,0,0,5.3,5.45548953255469,5.78858739286964,5.9
"4_123-Jm-0165","d1979_2010_field",2603379,1212765,"calibration","well",0,0,0,5.8,5.8,5.8,5.61633054062624
"4_123-Jm-0166","d1979_2010_field",2603524,1212353,"calibration","well",0,0,0,5.2,5.26006408922271,5.45784465509681,5.7
"4_123-Jm-0167","d1979_2010_field",2603722,1212796,"calibration","well",0,0,0,6.4,6.45720004928893,6.542038844361,6.7
"4_123-Jm-0168","d1979_2010_field",2603751,1212577,"calibration","well",0,0,0,5.7,5.65720004928893,5.6,5.75720004928893
"4_123-Jm-0169","d1979_2010_field",2603815,1212275,"calibration","well",0,0,0,5.4,5.36232499172691,5.21360934262179,5.37127566958768
"4_123-Jm-0170","d1979_2010_field",2603968,1212481,"calibration","well",0,0,0,5.3,5.21911654112184,4.9245951332275,4.66936525217336
"4_123-Jm-0171","d1979_2010_field",2604096,1212564,"validation","poor",1,1,1,5.3,5.38858739286964,5.58141564009892,6.04272343248384
"4_123-Jm-0172","d1979_2010_field",2600548,1212697,"validation","well",0,0,0,5.8,5.71911654112184,5.64712810462011,5.8
"4_123-Jm-0173","d1979_2010",2600893,1212928,"calibration","well",0,0,0,5.6,5.6,5.6,5.6
"4_123-Jm-0174","d1979_2010_field",2601081,1213087,"validation","well",0,0,0,5.9,5.82292509377807,5.8,5.95195513241139
"4_123-Jm-0175","d1979_2010",2601217,1212597,"calibration","well",0,0,0,5.2,5.08858739286964,4.67082291966543,4.6
"4_123-Jm-0176","d1979_2010_field",2601218,1212597,"calibration","poor",0,0,0,5.9,5.78858739286964,5.62292509377807,4.97576970599818
"4_123-Jm-0177","d1979_2010_field",2601157,1212841,"calibration","well",0,1,1,5.4,5.36232499172691,5.342038844361,5.45879440517681
"4_123-Jm-0178","d1979_2010_field",2601382,1212840,"calibration","well",0,0,0,5.2,5.2,5.1,4.93329922358877
"4_123-Jm-0179","d1979_2010_field",2601374,1213173,"calibration","well",0,0,0,5,5,5.05720004928893,4.95446023412151
"4_123-Jm-0180","d1979_2010_field",2601396,1213392.99999999,"calibration","poor",0,1,1,5.2,5.2,5.4,5.26936525217336
"4_123-Jm-0181","d1979_2010",2601440,1213556,"validation","poor",0,1,1,6.1,6.14217839308246,6.27275995715463,6.4297892048777
"4_123-Jm-0182","d1979_2010",2601591,1212933,"validation","well",0,0,0,5.4,5.44712810462011,5.3245951332275,5.2
"4_123-Jm-0183","d1979_2010_field",2601780,1212899,"calibration","well",0,0,0,5.6,5.57275995715463,5.5,5.5
"4_123-Jm-0184","d1979_2010_field",2601676,1213473,"validation","well",0,0,0,5.2,5.08858739286964,4.8245951332275,4.7
"4_123-Jm-026","d1979_2010_field",2603706,1209657,"validation","well",0,0,0,5.2,5.28858739286964,5.4,5.59459137815885
"4_123-Jm-027","d1979_2010_field",2603661,1210342,"validation","well",0,0,0,6.3,6.3,6.3,6.3
"4_123-Jm-028","d1979_2010_field",2603642,1210506,"validation","well",0,0,0,5.3,5.39970480640652,5.82292509377807,5.94712810462011
"4_123-Jm-029","d1979_2010_field",2601924,1210149,"calibration","well",0,0,0,5.2,5.24712810462011,4.65152067308415,4.43728445895503
"4_123-Jm-030","d1979_2010_field",2601834,1210351,"calibration","well",0,0,1,5.5,5.54712810462011,5.7407307683263,5.9297892048777
"4_123-Jm-031","d1979_2010",2601746,1210601,"calibration","poor",0,1,1,5.5,5.8,5.9,5.99665228498981
"4_123-Jm-032","d1979_2010_field",2601628,1210949,"calibration","well",0,0,0,5.5,5.5,5.342038844361,5.2072052092479
"4_123-Jm-033","d1979_2010_field",2601617,1211169,"validation","well",0,0,0,5.6,5.68858739286964,5.8,6.1
"4_123-Jm-034","d1979_2010_field",2601324,1211392,"validation","poor",0,0,1,7.2,7.14712810462011,7.17082291966543,7.52765899164598
"4_123-Jm-035","d1979_2010",2601823,1211489,"calibration","well",0,0,0,6.5,6.45720004928893,6.32765899164598,6.3
"4_123-Jm-036",NA,2601996,1210870,"calibration","well",0,0,0,NA,NA,NA,NA
"4_123-Jm-037","d1979_2010",2601986,1211201,"validation","well",0,0,0,5.1,5.04712810462011,4.67082291966543,4.55195513241139
"4_123-Jm-038","d1979_2010_field",2602111,1211453,"calibration","well",0,0,0,5.4,5.45784465509681,5.7,5.85446023412151
"4_123-Jm-039","d1979_2010_field",2602237,1210565,"calibration","well",0,0,0,5.6,5.64712810462011,5.7,5.80869987651923
"4_123-Jm-040","d1979_2010",2602577,1210725,"validation","poor",0,1,1,6.1,7,6.91824224046031,7.20514117272856
"4_125-Hh-0100","d1979_2010_field",2609125,1208526,"calibration","well",0,0,0,5.3,5.34712810462011,5.4,5.4
"4_125-Hh-0101","d1979_2010_field",2609066,1208329,"calibration","well",0,0,0,5.7,5.7,5.7,5.7
"4_125-Hh-0102","d1979_2010",2609056,1208094,"calibration","poor",0,1,1,6,6,5.8,5.2
"4_125-Hh-0103","d1979_2010_field",2608884,1207995,"calibration","well",0,0,0,5.7,5.74712810462011,5.8,5.8
"4_125-Hh-0104","d1979_2010",2608495,1208835,"calibration","well",0,0,0,5.8,5.68858739286964,5.6,5.51824224046031
"4_125-Hh-0105","d1979_2010_field",2608434,1208669,"calibration","well",0,0,0,6.2,6.22292509377807,6.3,6.5
"4_125-Hh-0106","d1979_2010_field",2607962,1208779,"validation","well",0,0,0,5.5,5.6245951332275,5.8,5.8
"4_125-Hh-0107","d1979_2010_field",2608020,1208594,"calibration","well",0,0,0,5.3,5.38858739286964,5.8,6.3
"4_125-Hh-0108",NA,2608344,1208444,"calibration","well",0,0,0,NA,NA,NA,NA
"4_125-Hh-0109","d1979_2010_field",2608516,1208205,"calibration","well",0,0,0,5.4,5.34712810462011,5.3,5.3
"4_125-Hh-0110","d1979_2010",2608629,1208124,"calibration","well",0,0,0,5.8,5.89725266705776,6.2,6.4
"4_125-Hh-0111","d1979_2010",2609010,1209287,"validation","well",0,0,0,5.5,5.54712810462011,5.6,7.19459137815885
"4_125-Hh-0112","d1979_2010_field",2608879,1209386,"validation","well",0,0,0,5.7,5.8245951332275,6,6
"4_125-Hh-0113","d1979_2010",2608522,1209368,"validation","poor",0,1,1,6.2,6.24712810462011,6.1,5.92051096104969
"4_125-Hh-0114",NA,2609017,1206333,"calibration","well",0,0,0,NA,NA,NA,NA
"4_125-Hh-0115",NA,2609138,1205812,"calibration","well",0,0,0,NA,NA,NA,NA
"4_125-Hh-0116",NA,2608718,1205317,"calibration","well",0,0,0,NA,NA,NA,NA
"4_125-Hh-0117",NA,2608136,1205762,"calibration","well",0,0,0,NA,NA,NA,NA
"4_125-Hh-0118","d1979_2010_field",2609073,1206801,"calibration","poor",1,1,1,6.2,6.40350169216891,6.5,NA
"4_125-Hh-033","d1979_2010_field",2610794,1207461,"calibration","well",0,0,0,5.2,5.14712810462011,5.1,5.15720004928893
"4_125-Hh-034","d1979_2010_field",2610665,1207170,"validation","well",0,0,0,5.3,5.18858739286964,5.12292509377807,5.2
"4_125-Hh-035","d1979_2010_field",2610955,1206972,"calibration","poor",0,1,1,5.9,5.97275995715463,6.05720004928893,6.1
"4_125-Hh-036","d1979_2010_field",2611165,1207060,"calibration","moderate",0,0,1,5.1,5.14712810462011,5.2,5.2
"4_125-Hh-037","d1979_2010_field",2611485,1206990,"calibration","well",0,0,0,5.1,5.14712810462011,5.28858739286964,5.4
"4_125-Hh-038","d1979_2010",2611415,1206566,"calibration","poor",1,1,1,6.3,6.1245951332275,6.04712810462011,6.21961927883892
"4_125-Hh-039","d1979_2010",2611708,1206743,"validation","well",0,0,1,5.8,5.68858739286964,5.16291238674466,4.7
"4_125-Hh-040","d1979_2010_field",2611754,1206188,"validation","well",0,0,0,5.8,5.84712810462011,5.92292509377807,6.05720004928893
"4_125-Hh-041","d1979_2010",2611024,1206460,"calibration","poor",1,1,1,5.4,5.5407307683263,5.75548953255469,6
"4_125-Hh-042","d1979_2010_field",2610785,1206645,"calibration","well",0,0,0,5.4,5.3407307683263,5.2,5.1
"4_125-Hh-043","d1979_2010_field",2610520,1206796,"calibration","well",0,0,0,5.1,5.14712810462011,5.2,5.5
"4_125-Hh-044","d1979_2010",2611324,1205940,"validation","well",0,0,0,5.8,5.88858739286964,6.1245951332275,6.6719734588022
"4_125-Hh-045","d1979_2010_field",2611506,1206378,"calibration","well",0,0,0,5.8,5.9245951332275,6.1,6.4
"4_125-Hh-046","d1979_2010",2611236,1206361,"calibration","well",0,0,0,5.7,5.58858739286964,5.5,5.13876969790019
"4_125-Hh-047","d1979_2010_field",2609032,1205304,"calibration","well",0,0,0,5.7,5.74203884436101,5.9,5.98237072251625
"4_125-Hh-048",NA,2608783,1205254,"calibration","well",0,0,0,NA,NA,NA,NA
"4_125-Hh-049","d1979_2010",2608911,1205452,"validation","well",0,0,0,4.9,4.94712810462011,5,5.29920125410332
"4_125-Hh-050","d1979_2010",2609295,1205870,"calibration","well",0,0,0,5.7,5.90370720195529,6.48169894759789,7.14391885103048
"4_125-Hh-051",NA,2609408,1206015,"calibration","poor",0,1,1,NA,NA,NA,NA
"4_125-Hh-052","d1979_2010",2609405,1205839,"calibration","poor",1,1,1,7.1,7.1,6.942038844361,6.9
"4_125-Hh-053","d1979_2010",2609316,1205571,"calibration","well",0,0,0,5.7,5.78858739286964,5.9,5.94712810462011
"4_125-Hh-054","d1979_2010",2607308,1205238,"validation","poor",0,1,1,6,6.20350169216891,6.52202024601141,7.07807299314909
"4_125-Hh-055","d1979_2010_field",2607591,1205194,"calibration","moderate",0,0,1,6.2,6.24712810462011,6.3,6.4
"4_125-Hh-056","d1979_2010_field",2607536,1205634,"calibration","well",0,0,0,5.4,5.44712810462011,5.6,5.6
"4_125-Hh-057","d1979_2010",2607697,1205824,"validation","well",0,0,0,5.4,5.48858739286964,5.6,5.8
"4_125-Hh-058","d1979_2010_field",2608078,1205363,"calibration","poor",1,1,1,6.1,6.1,6.1,6.1842257061282
"4_125-Hh-059","d1979_2010_field",2608042,1205646,"calibration","well",0,0,0,6.7,6.78858739286964,6.9,6.9
"4_125-Hh-060","d1979_2010",2608347,1205897,"calibration","well",0,0,0,7,7.20350169216891,7.3,7.28889812773972
"4_125-Hh-061","d1979_2010",2608606,1205719,"calibration","moderate",0,1,1,6.8,6.8,6.74712810462011,6.7
"4_125-Hh-062","d1979_2010_field",2609035,1205940,"calibration","poor",1,1,1,6.8,6.84712810462011,6.9,6.97807299314909
"4_125-Hh-063","d1979_2010",2608894,1206109,"calibration","well",0,0,0,7,7.15548953255469,7.4,7.46481775592278
"4_125-Hh-064","d1979_2010_field",2609956,1206995,"validation","well",0,0,0,5.3,5.3,5.4245951332275,5.34564292589211
"4_125-Hh-065","d1979_2010",2610070,1207229,"calibration","well",0,0,0,6.4,6.28858739286964,6.2,6.2
"4_125-Hh-066","d1979_2010",2609821,1207352,"calibration","poor",1,1,1,6.1,6.14712810462011,6.24712810462011,6.3
"4_125-Hh-067","d1979_2010_field",2609845,1207749,"calibration","well",0,0,0,5.5,5.58858739286964,5.7,5.87531351989859
"4_125-Hh-068","d1979_2010_field",2610191,1207699,"calibration","well",0,0,0,5.2,5.3245951332275,5.5,5.65195513241139
"4_125-Hh-069","d1979_2010",2610300,1207855,"calibration","moderate",0,1,1,7,7,7,7
"4_125-Hh-070","d1979_2010",2610422,1208081,"calibration","well",0,0,1,5.5,5.6245951332275,5.8,6.2
"4_125-Hh-071","d1979_2010",2610651,1208313,"validation","well",0,0,0,5.5,5.54712810462011,5.6,5.70869987651923
"4_125-Hh-072","d1979_2010_field",2610438,1208660,"calibration","poor",1,1,1,7,7,7,7.1
"4_125-Hh-073","d1979_2010_field",2610557,1209083,"calibration","poor",1,1,1,6.8,6.84712810462011,7.0407307683263,7.1
